店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
阿弥陀佛大饭店珍素自助餐厅,162183514,素食,,0,,3.8,90,176,乐都汇,98,26.033652,119.266018,仓山区浦上大道306号（正祥金山广场旁）,,,,双人晚餐176元起;,周一至周日 11:30-21:00,0591-38399333,30698,,,False,0,61,30698,False,False
周拍档爆爆虾(侨荣城店),2528749,特色菜,频品常尝爆爆虾,1333026,,4.5,56,108,万达广场,1186,25.715402,119.348639,福清市清昌大道107号万达广场2号门对面,,,停车位收费标准：停车位8元/3小时,2-3人餐108元，3-4人餐168元，3-4人餐228元;,周一至周日 09:00-22:00 00:00-02:00,0591-86091077,30525,频品常尝爆爆椒香辣虾位于福清市区繁华地段街心公园。店内主营特色香辣虾，美味绝佳，欢迎新老朋友的惠顾,,False,0,31,30525,True,False
令狐冲·窑烤活鱼(温泉店),5446042,烤鱼,令狐冲窑烤活鱼,1861897,http://p0.meituan.net/poi/4b195468026c96ab222cef00cb39a60637864.png,3.9,55,95,省图书馆/温泉路,95,26.090245,119.310861,鼓楼区温泉支路醒春居17号（久号自助快餐东边）,,,,2-3人餐139元，3-4人餐188元;95代100元;,周一至周日 17:00-02:00,0591-88617979,30212,,,False,1,21,30212,True,False
海底诱惑重庆老火锅(王庄店),156865423,重庆火锅,,0,,3.8,75,78,世欧王庄,96,26.070749,119.328007,晋安区长乐中路世欧广场2门对面2楼,,"5305,",,双人餐128元，4人餐249元;78代100元;,周一至周日 09:30-03:30,0591-88005618,30196,,,False,0,264,30196,False,False
令狐冲·窑烤活鱼(东二环泰禾店),93988102,烤鱼,,0,,3.2,61,95,东二环泰禾广场,96,26.091358,119.334305,晋安区连江北路与化工路交叉东泰禾广场18号B1层345-349室,-1,,,2-4人餐98元，2-3人餐139元，3-4人餐188元;95代100元;,周一至周日 11:00-14:00 17:00-02:00,0591-83207779,29596,,,False,1,88,29596,False,False
四季·映山红,1875134,海鲜火锅,映山红湘菜馆,617978,http://p0.meituan.net/poi/fa5bfaf1a21777b0129fe94b6841bce650881.png,4.2,106,70,东街口/三坊七巷,95,26.08048,119.29816,鼓楼区吉庇路80号,,"4282,4286,5301,5307,",,双人餐268元起，4人餐399元起，6人餐799元起，8人餐998元，10人餐1388元起;70代100元，80代100元;,周一至周日 11:00-21:00  2019-02-05至2019-02-06 休息,0591-87775858,29557,"四季映山红会所坐落于繁华且有历史底蕴的三坊七巷，幽雅环境,高品质服务,精选珍贵材料,一品舌尖鲜美滋味!店内装修雍容华贵，店内的服务员优雅有礼，服务周到。以海鲜作为主线菜肴，姿造火锅，饱口福前先饱眼福，着眼一个“鲜”字，很多食材在上桌后还是鲜活的，定格在视觉、嗅觉、味觉的优质融合，精美的海鲜姿造犹如精美艺术品，让人赏心悦目，叹为观止，流连忘返",,False,0,88,29557,True,False
海中舟(梅峰店),81648677,海鲜,,0,,4,145,88,金牛山/洪山桥,95,26.09343,119.26191,鼓楼区梅峰路302号（华信培训中心旁）,,,,4人餐598元，10人餐1188元起;88代100元;,周一至周日 10:00-14:00 17:00-22:00,0591-87301777,29320,,,False,0,171,29320,False,False
刘福记北京烤鸭(福清店),4236262,烤鸭,刘福记北京烤鸭,1958217,,4.4,62,73.9,东门,1186,25.721668,119.383997,福清市后埔街11座112号,,,,2-3人餐73.9元;,周一至周日 09:00-21:00,0591-38760708/13939655781,29294,,,False,1,126,29294,True,False
华丰贺氏(塔头店),4573642,奶茶/果汁,华丰贺氏,26183,,4.2,18,9.9,晋安区,96,26.087867,119.318191,晋安区岳峰镇塔头路3号（近塔头车站）,,,,9.9元黑森林切件，“莓”好时光108元，8英寸蛋糕138元起，果仁果粒142元，小汽车148元，经典黑森林150元，芒果很黄174元;17代20元;,周一至周日 全天,0591-87327786,29256,华丰贺氏始终坚持以传承与弘扬中华民族文化为己任，努力振兴民族品牌。以产品质量为企业生命，引进三套先进的月饼生产成套设备，从投料到成品全面实现全自动化生产流水线。一流的生产设备，再加上一流的生产经营管理，使得华丰贺氏跃上一个新台阶，华丰贺氏月饼已成为目前众多星级酒店代加工月饼优选厂家，华丰贺氏月饼已成为真正的五星级月饼。 华丰贺氏于2008年 7月正式全面导入全新的企业形象识别系统，华丰贺氏首家新形象旗舰店也同时开张，以一个全新的经营理念和创新的经营方式，优雅整洁赏心悦目的经营环境，打造出高格调的面包坊。华丰贺氏是目前福建省的面包专卖店，它的出现足以振撼烘焙界，它必将给福建烘焙行业带来一场新的革命，为全面提升福州烘焙水平做出新的贡献。,,False,1,60,29256,True,False
泰蒲·泰国料理(东街店),164620348,泰国菜,,0,,5,68,95,省立/旗汛口,95,26.088393,119.304804,鼓楼区东街街道井大路22号庆城市场2楼（井大路与庆城路交叉口，依土捞化旁）,,"4286,",,双人餐198元，3-4人餐298元;95代100元;,周一至周日 11:00-13:30 17:00-21:30,17759888598,29056,,,False,1,570,29056,False,False
萨贝尔(东百观景餐厅),832669,披萨,萨贝尔意式餐厅,28386,http://p1.meituan.net/poi/6cb209921e023465ab2e96c039e38c1117549.png,4.2,93,90,东街口/三坊七巷,95,26.084938,119.298895,鼓楼区八一七北路84-88号东百中心9楼,9,"4286,4282,",免费停车,90代100元;,周一至周日 10:30-22:00,0591-87670667,28962,萨贝尔意式观景餐厅开创更高更新的比萨概念。继承来自意大利PIZZA的传统烹调方法，开创崭新的比萨文化。“以质取胜”，愿与大家共创美好未来。清淡爽口的萨贝尔比萨，全部点订现场制作，更松软，更可口。萨贝尔比萨口味清淡爽口，回味无穷,,False,1,43,28962,True,False
大龙燚火锅(恒宇国际店),41777959,四川火锅,,0,,3.8,100,1,东街口,95,26.0909,119.315175,鼓楼区温泉支路东城街边39号恒宇国际1楼（原H2酒吧隔壁）,,,进店用餐请带上车卡，买单时咨询领取两小时免费停车卡,双人餐128元，2-4人餐198元，4人餐238元，3-4人餐288元;1代78元，88代100元;,周一至周日 11:00-04:00  2019-02-04至2019-02-06 17:00-04:00,0591-83365656/17759137189,28432,,,False,0,137,28432,True,False
德庄火锅(金融街万达广场店),1029485,重庆火锅,德庄火锅,30931,http://p0.meituan.net/poi/2dfe2a1481831ab8a64a624ba6aea79670717.png,5,79,33,台江万达,97,26.052029,119.34253,台江区鳌峰路金融街8号万达广场3楼（近曙光路）,3,,免费停车,双人餐158元起;33代50元;,周一至周日 10:30-21:30,0591-88359688,28288,德庄火锅是主要进行火锅直营和连锁加盟扩展业务的民营企业。做不一样的火锅，做与所有火锅不一样的特色是我们追求的核心理念。 公司管理团队大部分属于70后、80后，以创新思维、务实进取为工作方向，充分发挥个人主观能动性、体现个人价值，同时注重团队建设、让个人在团队中激发出**的力量。 德庄火锅提倡绿色、健康、营养的餐饮食品，商家提出了“以德经商，以德兴庄”的经营理念和“科技兴火锅，重庆德庄火锅以优质的选料，精致的菜品，温馨的服务，静待您的光临。,,False,0,55,28288,True,False
餐海·鲜活自助餐(五四北泰禾店),177871205,海鲜自助,,0,,3.4,145,136,五四北,96,26.139339,119.325545,晋安区秀峰路423号五四北泰禾广场5楼,5,"4285,4283,",,单人午餐136元，单人晚餐146元;,周一至周日 11:30-15:00 17:30-22:00,0591-87952729,28190,,,False,0,333,28190,False,False
香帝西饼(罗马店),842660,蛋糕,香帝西饼,1163652,,4.3,10,8.8,长乐市中心城区,2954,25.95483,119.508286,长乐市罗马花园1座3号店（近教育局）,,,,,周一至周日 07:00-23:00,0591-28991979,28028,福建香帝食品有限公司创立于1994年，位于福建省侨乡长乐市、历经18年的发展，已发展为长乐区域烘焙行业品牌与龙头企业。香帝公司现拥有月饼、蛋糕、面包、西点、干点五大类完整的食品生产体系，生产品种多达三百多款。香帝公司目前在长乐市拥有1家中央生产基地，12家连锁门店，产品供应肯德基、上岛咖啡、邮政速递、星级酒店、银行系统等高端品牌客户。香帝公司一向注重产品质量，精选优质新鲜原料，烘焙中不添加食品防腐剂，并严格按照质量管理体系要求，从上游供应商到生产、储运至销售服务进行细致、周密品质管理，确保产品优质安全，实现每天向门店提供的都是新鲜美食。香帝公司在技术研发、产品质量、品牌建设、市场占有率方面均保持区域行业市场的领先地位，香帝公司两度荣获“全国优秀饼店”称号及2007-2008、2009-2010年度“福州市守合同重信用”企业称号，香帝已成为“福州市知名商标”。,,False,1,25,28028,False,False
韩台缘(街心店),5935069,韩国菜,韩台缘,1780559,,4,40,36,街心公园,1186,25.719323,119.383203,福清市小桥街环球商业中心3层A2店铺（原店往前走到尽头）,,,,双人餐36元，3-4人餐90元;70代80元;,周一至周日 10:00-21:00,0591-85160522,27944,享受韩式餐饮就在韩台缘。,,False,1,26,27944,True,False
星洲蕉叶(泰禾店),6173197,南洋中菜,,0,,4.5,104,92,五四北,96,26.139593,119.325704,晋安区泰禾广场4楼,4,"4285,4283,",有停车位,92代100元;,周一至周日 10:00-22:00,0591-88235800,27887,在这里，能触摸东南亚的异域风情。 在这里，能回味热带菜肴的口唇留香。 在这里，能感受雨打芭蕉的神秘气息。  “星洲蕉叶”不同于传统的泰式餐厅，除保留东南亚经典菜式之外，还从新加坡、泰国、印度等东南亚各国特聘多位名厨研发中西融合式的东南亚菜。充分考虑到国人的饮食习惯，融入了本土的材料、调味及烹饪方法，在不断创新中求变、求新、求佳，为广大食客提供了色、香、味俱全的精美菜式，让每位顾客都能拥有从味蕾至心灵的享受。 星洲蕉叶，因其独特的经营理念、管理模式，已成为福建省知名的特色餐饮企业。目前公司已在福州、漳州、温州、深圳等城市开设直营店，还将把星洲蕉叶泰禾店打造为中国新概念东南亚菜的旗舰店。秉承积极进取的创业精神， 将“星洲蕉叶”打造为东南亚美食的梦工厂，成为中国受欢迎的东南亚菜系连锁品牌！,,False,0,26,27887,True,False
佳客来(罗源滨海新城店),6612155,牛排,佳客来,204252,http://p1.meituan.net/poi/08c88b324bb987790e6c5c74e8a6298b18355.png,3.9,42,118,罗源湾滨海新城,2957,26.470551,119.594598,罗源县滨海新城世纪金源购物中心A区三楼,3,,免费提供999个停车位,双人餐118元，3人餐188元;,周一至周日 09:00-21:30,18060472739,27495,佳客来牛排专家，是一家专业从事牛排制作与销售的餐饮连锁企业，奉行“品质为本，诚信至上”的企业精神在消费者心目中树立了良好企业形象。店内环境温馨舒适，服务贴心周到，是家庭聚会、友人聚会的不错选择。,,False,1,8,27495,True,False
蜀九香(金山融侨外滩店),119142735,四川火锅,,0,,3.8,121,82,江南水都,98,26.046064,119.285858,仓山区金山融侨外滩B区3号楼（尤溪洲桥旁）,,,,2-3人餐277元，4人餐436元;82代100元，88代100元;,周一至周日 09:00-03:00,0591-86273888,27461,,,False,0,313,27461,True,False
红运火锅小栈(三坊七巷店),112418804,四川火锅,,0,,4.9,93,87,左海/西湖公园,95,26.086945,119.296272,鼓楼区省府路92号二楼（老福州对面，达明路19号）,,"4286,",,2-3人餐189元，4人餐279元，8人餐439元;87代100元;,周一至周日 10:00-02:00  2019-02-04 10:00-20:00 2019-02-05 16:00-02:00,0591-87559017,27183,,,False,0,160,27183,True,False
八大道牛排,150368548,牛排,,0,,3.9,49,57,三叉街,98,26.039954,119.322586,仓山区六一南路明腾广场2F,,"4287,4070,",,9.5折（买单立享）;单人午/晚餐57元起;,周一至周日 11:00-21:00,0591-83322205,26965,,,False,1,75,26965,False,False
玛格利塔(湖东路店),5999673,披萨,玛格丽塔,1351163,http://p0.meituan.net/poi/0e925ec4a5330a532b2417bfb265b92036387.png,4.6,21,9.9,东街口,95,26.092692,119.30297,鼓楼区湖东路165-9华闽大厦1号店面（湖东路与井大路交叉口）,,"4280,4286,",,单人餐9.9元起，双人餐56.8元，3-4人餐99元;17.5代20元，25代50元;,周一至周日 09:00-23:00,0591-87527363,26590,玛格利塔披萨自成立以来，以“浓情意味，现烤披萨”的理念让玛格利塔在市场的机遇不断提高。人们的生活水平在不断提高，比萨这种西式餐品正在被越来越多的国人所接受随之而来的比萨文化正充满生活的每个时刻。比萨不再仅仅是一种食品，它逐渐与时尚、品位紧紧联系在一起，体现出高尚品质的现代生活，或是交友谈心，或是商务会谈，或是休闲怡情尽在一块香浓美味的比萨中。,,False,1,34,26590,True,False
乾华·升隆会,40268360,综合自助,,0,,4.5,350,288,台江万达,97,26.054489,119.339476,台江区鳌峰路升龙汇金中心2层,,,,双人餐288元，单人午餐319元，单人晚餐379元，[4]人晚餐1516元;,周一至周日 12:00-14:30 18:00-21:30  2019-02-05至2019-02-06 休息,0591-88617778/88619998,26493,,,False,0,37,26493,True,False
小鱼小牛(东百中心店),162987374,干锅/香锅,,0,,5,85,129,东街口/三坊七巷,95,26.085219,119.298951,鼓楼区八一七北路东百中心A馆10楼（东街口地铁站C出口旁）,10,"4286,4282,",,每满100减5（买单立享）;双人餐129元，3人餐198元，3-4人餐199元，4人餐268元;,周一至周日 11:00-15:00 16:00-21:00,0591-87662829/87888720,26391,,,False,1,268,26391,False,False
华莱士(福兴店),832427,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.2,18,3.8,东区/鼓山,96,26.071846,119.364163,晋安区福兴投资区樟林路14-15号,,"5313,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 08:00-22:00,0591-87940321,26319,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,19,26319,True,False
重庆龙湖鸭肠王火锅(梅峰店),42844145,火锅,,0,,4,118,78,金牛山/洪山桥,95,26.095008,119.272322,鼓楼区梅峰路中段15号（公交梅峰路站，福特4s对面）,,,停车位收费标准：详情请咨询商户,单人午餐78元，单人晚餐88元，6-8人餐488元;88代100元;,周一至周日 10:00-02:00,0591-38106999,26311,,,False,0,20,26311,True,False
餐海·鲜活自助餐(世欧广场店),170564925,海鲜自助,,0,,3.8,126,126,世欧王庄,96,26.070357,119.324139,晋安区晋连路世欧广场南区四楼,4,"5305,",,单人午餐126元，单人晚餐136元;,"周一至周五 11:30-14:00 17:30-22:00  周六,周日 11:30-14:00 17:00-22:00",0591-83670730,26278,,,False,0,446,26278,False,False
海中舟(五一店),159046223,海鲜,,0,,3.4,150,88,正祥中心,95,26.078224,119.311071,鼓楼区五一北路153号正祥中心负一楼,-1,"5310,5301,4282,",,4人餐598元，10人餐888元;88代100元;,周一至周日 11:00-13:30 17:00-21:00,0591-87330888/86321666,26213,,,False,0,182,26213,False,False
烘焙之家(万达店),2501814,蛋糕,烘焙之家,773000,,4.2,74,56,仓山万达广场,98,26.038591,119.27452,仓山区万达闽江新苑7号楼,,,免费提供10个停车位,56元蛋糕3选1，7英寸烘焙之家生日蛋糕63元，韩式蛋糕67元，彩虹蛋糕76元，6英寸慕斯蛋糕88元，韩式蛋糕93元，韩式冰淇淋蛋糕98元，118元蛋糕4选1，烘焙之家多拼慕斯蛋糕126元，烘焙之家切块慕斯蛋糕133元，麻将生日蛋糕135元，6英寸芭比娃娃蛋糕138元，8英寸慕斯蛋糕138元，汽车蛋糕138元，烘焙之家玩偶蛋糕138元，芭比系列蛋糕158元，23*23芝士慕斯杯168元，烘焙之家红...;,周一至周日 09:00-21:00  2019-02-02至2019-02-12 休息,0591-87777517,26148,烘焙之家地处仓山万达闽江新苑7#8号店，由西式面点高级技师为主导，让西式面点与中式糕点优质融合，诞生出一款又一款的经典美味的西点蛋糕，一起享受一款由我们为您精心订制的美味甜点。即是一种享受也是一种品味。首次走进网络，必将引领时尚美味潮流。 烘焙之家在产品研发上一直坚持，养生，低糖，低脂，新鲜美味的理念，以绿色，健康为前提，做工精美，口味浓香，适合各个年龄段的朋友享用。为了保证口味的纯正，主要制作原料，选用目前市场上最专业的进口烘焙原料，您所品味到的美味坚果与奶制品都经过了封闭式传送、严格审查、层层把关的严谨工序，保证生产工艺的安全与卫生细节，封闭式的操作间保证了产品的安全，给您在享受美味的同时带来更安全的信誉保障。,,False,0,23,26148,True,False
里仁为美烘焙(南区店),4262336,蛋糕,里仁为美烘焙,1706485,,4.1,10,8.8,农林大学,98,26.082918,119.23969,仓山区福建农林大学校内南区第八食堂旁边里仁为美烘培店（近和爱购超市）,,,,125.8元蛋糕3选1;8.8代10元;,周一至周日 09:00-22:00,0591-88880337,25862,里仁为美蛋糕烘焙店，位于农林大学校内南区第八食堂旁边及内下安桃山宿舍区5号楼1号店面，商家严选食材，烘焙出优质的口味。一进屋，整洁的店堂、开放的货架、连同西点奶酪特有的香味扑面而来。悠扬的乐曲与鲜美的糕点亲密接触，还真让人食欲顿生、胃口渐开。带上一杯奶茶、啜一口冷饮，足以让人忘掉琐事缠身的烦恼，尽享休闲的乐趣。,,False,0,15,25862,True,False
德天肥牛海鲜火锅(东二环泰禾店),64642075,海鲜火锅,,0,,4.2,88,85,东二环泰禾广场,96,26.090918,119.334643,晋安区连江北路东二环泰禾广场新天地18号楼3F,3,,,2-3人餐168元，4人餐358元;85代100元，90代100元;,周一至周日 09:30-00:30,0591-87503111,25779,,,False,0,93,25779,True,False
福州世茂洲际酒店·绽放全日制餐厅,5953272,综合自助,,0,,3.9,196,148,工业路/茶亭,97,26.068828,119.306349,台江区广达路108号4楼,,"4277,5301,5307,",停车位收费标准：提供免费停车位,单人午餐148元，单人晚餐238元;,周一至周日 06:30-23:00,0591-86251226,25663,世茂洲际酒店 绽放全日制餐厅 提供超五星级的产品、服务及环境，在充满丰富多彩的亚洲夜市文化氛围中，汇聚了中西特色的自助餐及零点菜品。独特的香料，赏心悦目的烹饪用具和美味佳肴一起绽放在美食的舞台上。时尚和经典的环境风格使绽放餐厅成为休闲聚会、商务应酬或是家庭聚餐的理想选择。,,False,0,27,25663,True,False
一筷涮自助火锅(则徐店),2570329,火锅自助,一筷涮自助火锅烧烤,93927,,3,54,65,白湖亭,98,26.027971,119.335529,仓山区则徐大道沃尔玛2楼,,"4074,",,单人午餐65元;,周一至周日 10:30-22:00  非营业时段 2018-02-15至2018-02-17 全天,0591-83481848,25502,一筷涮自助火锅，以“弘扬自助饮食文化，做消费者的健康饮食专家”为宗旨，餐厅装饰及风格以西方后现代时尚元素为主，为顾客提供一种“，精致华美，但不失艺术”的用餐环境。一筷涮始终以消费者至上的理念，不断的改善品质、提高服务，不断的丰富菜品，店内有多种海鲜，有烧烤，为每一个顾客营造舒适的环境、实惠的价格，一筷涮期待您的选择。,,False,0,43,25502,True,False
国惠大酒楼(宝龙店),1875365,海鲜,国惠大酒楼,360783,http://p0.meituan.net/poi/8c2997a75631e5300b11c21553f4ad7a24265.png,4.2,105,699,宝龙城市广场,97,26.06028,119.292706,台江区工业路193号宝龙城市广场正后侧（近万象城）,,"5302,5311,",商家服务：停车位收费标准：提供多个免费停车位,10人餐699元起;,周一至周日 10:00-22:00,0591-87280666,25372,福建国惠大酒店有限公司发源于福建省长乐市金峰镇，“国惠品牌”自1986年由董国惠先生创办，主要以发展餐饮酒店服务业为主，先进的硬件设备，实力雄厚的管理团队，以及不断的开拓进取，在餐饮行业内已享有盛誉。目前，在福州拥有宝龙国惠大酒楼、五里亭国惠大酒楼、仓山万达国惠大酒楼、国惠大酒楼五四北店以及建瓯市正在筹备的五星级国惠大酒店；在长乐市拥有长乐金峰国惠大饭店、长乐市金峰国惠大酒店以及长乐市首家四星级酒店长乐国惠大酒店；在平潭市拥有享誉已久的平潭国惠大酒店；在厦门市拥有厦门万达国惠大酒楼。国惠的步伐将在国惠集团店所有员工以及社会各界人士的共同关注下继续向前迈进,,False,0,40,25372,True,False
圣杰士阳光餐厅(福清沃尔玛店),5879098,披萨,圣杰士阳光餐厅,366223,http://p0.meituan.net/poi/3afae22dc651354b6f5b48db498fa46374972.png,4.1,58,92,好又多,1186,25.719628,119.369453,福清市福清清昌大道国际商展中心沃尔玛北侧,,,,92代100元;,"周一至周五 11:00-22:00  周六,周日 10:30-22:30",0591-86966888,25314,圣杰士阳光餐厅，圣杰士源自英文Jazzy，有爵士特点的、热情的、奔放的、愉悦的，寓意着圣杰士年轻、活力、时尚、热衷挑战的品牌个性。圣杰士的比萨、牛扒、焗饭、意面即叫即做，用265摄氏度的高温于8分钟内烹制而成，以保持食物的水份及鲜味，不但味道香醇，还能将食物的香味发挥得淋漓尽致。,,False,1,97,25314,True,False
袁记串串香,42600915,串串香,袁记串串香,1000159,http://p1.meituan.net/poi/48f0ded2571646a9e48050ddfe2a258c144157.png,5,59,85,金鸡山公园,96,26.09928,119.316829,晋安区六一北路129号（洋下新村公交车站旁）,,"4278,",免费提供20个停车位,85代100元;,周一至周日 10:00-05:00,0591-87895800,25141,,,False,0,181,25141,True,False
炉鱼(中防万宝城店),161106923,烤鱼,,0,,3.7,63,92,万象城,97,26.062198,119.289981,台江区西环中路中防万宝城负2楼,-2,"5302,5311,",,2-3人餐145元，5-6人餐268元;92代100元;,周一至周四 10:30-14:00 16:30-21:30  周五至周日 10:30-21:30  2019-02-04至2019-02-07 休息,15759875330,24948,,,False,0,249,24948,False,False
揽季锅物会(水调歌头店),1557975,海鲜火锅,揽季锅物会,569300,http://p0.meituan.net/poi/fded9bdabb4ed605c9e5423f04c360ac209295.png,5,123,190,温泉公园/福州广场,95,26.094539,119.312232,鼓楼区湖东路288号水调歌头2层,,,,每满100减2（买单立享）;双人餐299元，4人餐499元，6人餐899元;190代200元;,周一至周日 全天,0591-87403336,24919,揽季锅物会成立于2012年，是一家以“海鲜火锅”为主的火锅连锁餐厅。揽季锅物会一直坚持以“揽四季，悦四方”为服务宗旨，将四季的象征精神和多样风情作为餐厅的服务和经营之本，致力打造“真情，温暖”的火锅品牌。自成立以来，揽季锅物会遵循“聚在一起，让味道更有味道”品牌理念，并为有需要的顾客准备围裙、眼镜布、发绳，及免费的美甲服务。揽季始终推崇诚信原则，店内设有公平秤与“透明式”厨房政策，每一位顾客都可以参观厨房，海鲜生猛且明码标价，处处体现“真诚”的核心价值观。,,False,0,107,24919,True,False
向阳坊(万达店),1877165,蛋糕,向阳坊,23801,http://p0.meituan.net/poi/3f6bc44a59b7506e3b50ca629a8bec0764214.png,3.5,11,17,台江万达,97,26.052758,119.342253,台江区曙光路东侧金融街万达广场室外步行街1F-91-92号店面（近曙光路）,1,,,98元蛋糕2选1，146元蛋糕2选1，缤纷鲜果146元，216元蛋糕2选1，缤纷鲜果216元，298元蛋糕2选1，缤纷鲜果388元，388元蛋糕2选1;17代20元;,周一至周日 07:00-22:30,0591-87385337,24905,向阳坊烘焙名店起源于台湾，结合中国传统文化习俗与欧、日烘焙精髓，在产品口味上不断创新，给顾客新的惊喜。独特的口味给人不一样的感受。在产品上更全心投入研发工作，给消费者带来了贴心的服务。,,False,1,39,24905,True,False
晋都戴斯国际酒店·西餐厅,835370,西餐自助,晋都戴斯自助餐,621724,,3.9,81,29,五里亭,96,26.079763,119.335402,晋安区连江北路487号福州晋都戴斯酒店2层（近五里亭立交桥北侧）,,"5315,5305,",免费提供20个停车位,29元下午茶单人套餐，单人晚餐109元;92代158元;,周一至周日 11:30-14:00 17:30-21:00,0591-88189888,24868,福州晋都戴斯国际酒店秉承戴斯集团“阳光品质，价值之选”的服务理念，倡导时尚、高雅、华贵、经典的和谐搭配，每一处设计都凝结了世界各个领域创作大师的灵感与杰,,False,0,61,24868,True,False
阿楷·渔家小寨,833746,海鲜,,0,,3.7,66,46.5,左海/西湖公园,95,26.086557,119.2957,鼓楼区达明路双抛桥二里（水舞功夫斜对面）,,"4286,",,46.5代50元;,周一至周日 10:00-04:00,0591-87566963/88006166,24779,阿楷乡村鱼蛙馆地处双抛桥二里（渔家小寨旁边），双抛桥新村附近，适合多人聚餐，海洋现代时尚风格结合蓝紫色设计营造温馨氛围，店内拥有乡村黄金蛙等特色菜，一锅两吃，让你感受别样的美食诱惑！,,False,0,57,24779,True,False
汉拿山(东二环泰禾店),78442917,韩式烤肉,汉拿山,25856,http://p0.meituan.net/poi/2c0577def9e51d5dbb131e5d8fcf419a54667.png,3,96,39.9,东二环泰禾广场,96,26.090589,119.33683,晋安区岳峰镇竹屿路6号东二环泰禾城市广场商业中心22号楼5层L515商,5,,,双人餐199元，4人餐388元;39.9代50元，95代100元;,周一至周日 10:00-22:00  2019-02-04至2019-02-10 10:00-22:00,0591-63168689,24714,,,False,1,84,24714,True,False
K牛自助牛肉火锅(达明店),192813595,火锅自助,,0,,3.2,75,65.8,东街口/三坊七巷,95,26.08636,119.29595,鼓楼区达明路12号老福洲对面令狐冲窖烤活鱼2楼B口,,"4286,",,单人午餐65.8元，单人午餐68.8元，单人晚餐75.8元，单人晚餐78.8元;,周一至周日 10:30-14:30 16:30-22:30,0591-87529231,24823,,,False,0,1146,24823,False,False
591涮烤吧,41052070,综合自助,,0,,3.8,64,61,龙田镇,1186,25.60528,119.44852,福清市大真线融鼎新天地2层9号楼222室,,,免费提供10个停车位,单人午餐61元，单人晚餐71元;,周一至周日 10:30-21:00,0591-85538877,24611,,,False,0,31,24611,True,False
花潮日料艺食馆,5316494,日料自助,,0,,4.5,236,298,世欧王庄,96,26.069707,119.326943,晋安区晋连路世欧广场南区5楼9-11号,5,"5305,",,单人午餐298元起;,周一至周日 11:00-14:00 17:00-22:00  2019-02-04至2019-02-05 休息,0591-86255598,24448,,,False,0,100,24448,True,False
大丰收鱼庄(五四北泰禾广场店),6421521,鱼火锅,大丰收,380465,http://p0.meituan.net/poi/34c673f11151f7abcb1b0ed5b47bfb8814729.png,3.5,83,90,五四北,96,26.139806,119.324779,晋安区秀峰路188号五四北泰禾广场5层,5,"4285,4283,",,双人餐158元，3人餐228元;90代100元;,周一至周日 10:30-22:00,0591-87790755/18650084970,24215,,,False,1,28,24215,True,False
蜜思牛自助美食工场(正荣店),116036417,综合自助,,0,,5,100,75,正荣财富,2955,26.018499,119.218762,闽侯县新保路正荣广场3楼（乌龙江南大道与浦上大道交汇处）,3,,,单人餐75元起，单人午餐95元，单人晚餐115元，3人餐198元起，4人餐396元;,周一至周日 11:00-14:00 17:00-21:00,0591-22060611,24128,,,False,0,84,24128,True,False
蜀九香(恒力博纳广场店),160769404,四川火锅,,0,,3.3,135,82,省体/湖前,95,26.108895,119.299291,鼓楼区北二环中路12号博纳广场2楼,2,,,2-3人餐277元，4人餐436元;82代100元，88代100元;,周一至周日 11:00-06:00,0591-38078999,24061,,,False,0,236,24061,False,False
台湾平价牛排(展进路店),1877056,牛排,,0,,5,29,26.5,三叉街,98,26.040702,119.327503,仓山区展进路福盛苑13号店面（先锋幼儿园正对面，报刊亭背后，第四家）,,"4070,4287,",,每满50减3（买单立享）;单人餐26.5元起;,周一至周日 10:30-21:30  2019-02-01至2019-02-11 休息,13338282871,23959,台湾平价牛排，好牛排不一定只能在西餐厅才能吃到，便宜的小店不一定就吃不到好吃的牛排。 想吃好吃又便宜的牛排吗？台湾平价牛排是您不二选择,,False,1,57,23959,True,False
福州空港佰翔花园酒店(SLOW西餐厅),81206385,综合自助,,0,,4.2,59,79,长乐机场,2954,25.909141,119.666594,长乐市国际机场机场高速路出口红路灯处加油站对面（往南澳方向）,,,停车位收费标准：可以免费停车,单人午餐79元，单人晚餐99元，双人晚餐198元;,周一至周日 06:00-09:30 11:30-14:00 17:30-21:00,0591-28014888,23884,,,False,0,64,23884,True,False
